humidity,pressure,wind_speed,cloud_cover,temperature
51.24381173795679,1019.8431926845172,18.640179299336214,21.02285184702738,62.85104359028653
70.53580742584856,1018.2149764161761,22.195853440917446,79.15984654745148,53.2435924728636
95.78942604086801,1018.1812138984459,22.189790555867315,32.206936098480085,53.69041067612162
33.62039061777169,1028.5632100606497,14.467302356124913,99.57998626628581,61.83328878777187
29.63287277731645,996.2930203081553,13.628907330283065,37.66726201001466,64.77866746668495
22.671245666318054,996.5050660056593,23.629355526937722,29.279375584722988,61.886705582345115
49.10666462721147,1020.7667595337715,5.791041753375512,23.921598550891154,65.66490305321341
47.010278166229284,992.578782543257,4.566073425853777,65.85146520583697,65.59554895089167
54.46557505269151,1030.1611002281384,19.940851980885295,10.92210883875312,63.194572893107
60.264802470475914,1009.4129948797787,12.28520803167766,95.35598817329719,55.91045574179877
80.62591952243636,996.5068710451058,21.299953817105425,29.431267864313714,52.619901715048066
51.36907123660147,1022.6854961329491,7.698006703897079,29.540061103847226,65.21830595074262
46.44904874889868,997.1776346431412,9.746156432003007,4.606609570705911,66.68468858406071
86.15030562077015,1032.9803074389529,26.90032947556172,24.60175178735742,55.26634560678072
87.98373365229251,1034.0644065348743,12.649695804647646,41.89793556762377,56.856126831348114
38.621277143468255,1016.6737933081408,17.728604091611533,36.96063902242208,67.58332944222184
45.17374581690467,986.2498639362626,3.200465823549284,27.301992143622023,66.22942680596167
86.00930967280706,994.476486746331,5.364875165782762,4.074383783919822,62.44254439609024
26.352659543821186,1008.3479329218831,1.0766318646793271,30.058137360564242,68.82759730824645
46.067742431259035,1026.829609755389,12.731124352849998,77.83309382631201,59.516724478740755
55.868008563268894,990.1687573318115,29.66760013485072,43.879228530947124,56.437089032457536
34.96572921604568,985.7421902457663,26.21619457954398,29.07753475987136,60.06599964978282
34.39313572885585,984.096261575397,18.987267448215206,30.47921341479578,61.92894499602946
53.9889646410823,1007.8832159298025,25.83289475872398,55.44375764939008,57.15702986677141
80.36173797878845,1028.658553327709,17.82508069057269,30.229267773907477,56.29441211962312
87.2186383638102,982.3297583454141,11.063066410024131,63.07973198661946,53.794986004916765
98.33880740289386,991.6776843696445,5.206392033033459,98.9454513725115,50.8432036100393
25.918724007337524,1018.1291358711726,19.591462252806725,4.117639775380566,68.35072623593142
37.334576091679416,1025.4224889329043,5.791538291722361,16.873675569736868,66.518568716381
